t_home,t_away,t_win,t_loss,gameUID,date
GSW,LAC,LAC,GSW,52f2c011ddbd75540abaaaf1,2000-03-12
IND,MIA,MIA,IND,52f2c012ddbd75540abaaaf2,2000-03-12
LAL,SAC,LAL,SAC,52f2c012ddbd75540abaaaf3,2000-03-12
MIL,CLE,MIL,CLE,52f2c013ddbd75540abaaaf4,2000-03-12
NJN,ORL,NJN,ORL,52f2c013ddbd75540abaaaf5,2000-03-12
NYK,SAS,NYK,SAS,52f2c014ddbd75540abaaaf6,2000-03-12
SEA,TOR,TOR,SEA,52f2c014ddbd75540abaaaf7,2000-03-12
WAS,POR,POR,WAS,52f2c015ddbd75540abaaaf8,2000-03-12
CHI,UTA,UTA,CHI,52f2c015ddbd75540abaaaf9,2000-03-13
DEN,LAL,LAL,DEN,52f2c016ddbd75540abaaafa,2000-03-13
DET,BOS,DET,BOS,52f2c016ddbd75540abaaafb,2000-03-13
VAN,SEA,SEA,VAN,52f2c017ddbd75540abaaafc,2000-03-13
CLE,PHI,PHI,CLE,52f2c017ddbd75540abaaafd,2000-03-14
DAL,IND,DAL,IND,52f2c018ddbd75540abaaafe,2000-03-14
LAC,DEN,LAC,DEN,52f2c018ddbd75540abaaaff,2000-03-14
MIA,MIL,MIA,MIL,52f2c019ddbd75540abaab00,2000-03-14
NYK,HOU,NYK,HOU,52f2c019ddbd75540abaab01,2000-03-14
ORL,WAS,ORL,WAS,52f2c01addbd75540abaab02,2000-03-14
PHO,MIN,PHO,MIN,52f2c01addbd75540abaab03,2000-03-14
POR,SAC,POR,SAC,52f2c01bddbd75540abaab04,2000-03-14
SAS,ATL,SAS,ATL,52f2c01bddbd75540abaab05,2000-03-14
TOR,GSW,TOR,GSW,52f2c01cddbd75540abaab06,2000-03-14
ATL,IND,IND,ATL,52f2c01cddbd75540abaab07,2000-03-15
BOS,GSW,BOS,GSW,52f2c01dddbd75540abaab08,2000-03-15
CHH,CHI,CHH,CHI,52f2c01dddbd75540abaab09,2000-03-15
DET,ORL,DET,ORL,52f2c01eddbd75540abaab0a,2000-03-15
SAC,LAC,SAC,LAC,52f2c01fddbd75540abaab0b,2000-03-15
CLE,UTA,UTA,CLE,52f2c01fddbd75540abaab0c,2000-03-16
MIA,PHI,MIA,PHI,52f2c020ddbd75540abaab0d,2000-03-16
MIL,HOU,MIL,HOU,52f2c020ddbd75540abaab0e,2000-03-16
POR,MIN,MIN,POR,52f2c021ddbd75540abaab0f,2000-03-16
SAS,DAL,DAL,SAS,52f2c021ddbd75540abaab10,2000-03-16
SEA,VAN,SEA,VAN,52f2c022ddbd75540abaab11,2000-03-16
WAS,LAL,WAS,LAL,52f2c022ddbd75540abaab12,2000-03-16
ATL,BOS,BOS,ATL,52f2c023ddbd75540abaab13,2000-03-17
CHH,NYK,NYK,CHH,52f2c024ddbd75540abaab14,2000-03-17
CHI,GSW,GSW,CHI,52f2c024ddbd75540abaab15,2000-03-17
DEN,LAC,DEN,LAC,52f2c025ddbd75540abaab16,2000-03-17
DET,LAL,LAL,DET,52f2c025ddbd75540abaab17,2000-03-17
IND,HOU,IND,HOU,52f2c026ddbd75540abaab18,2000-03-17
PHI,UTA,PHI,UTA,52f2c026ddbd75540abaab19,2000-03-17
TOR,ORL,TOR,ORL,52f2c027ddbd75540abaab1a,2000-03-17
VAN,PHO,PHO,VAN,52f2c027ddbd75540abaab1b,2000-03-17
CLE,MIA,MIA,CLE,52f2c028ddbd75540abaab1c,2000-03-18
DAL,BOS,BOS,DAL,52f2c028ddbd75540abaab1d,2000-03-18
IND,CHH,IND,CHH,52f2c029ddbd75540abaab1e,2000-03-18
LAC,SAC,SAC,LAC,52f2c029ddbd75540abaab1f,2000-03-18
NJN,MIL,NJN,MIL,52f2c02addbd75540abaab20,2000-03-18
SAS,DEN,SAS,DEN,52f2c02addbd75540abaab21,2000-03-18
SEA,POR,POR,SEA,52f2c02bddbd75540abaab22,2000-03-18
WAS,CHI,WAS,CHI,52f2c02cddbd75540abaab23,2000-03-18
ATL,DAL,DAL,ATL,52f2c02cddbd75540abaab24,2000-03-19
GSW,PHO,PHO,GSW,52f2c02dddbd75540abaab25,2000-03-19
MIN,MIL,MIN,MIL,52f2c02dddbd75540abaab26,2000-03-19
NJN,UTA,UTA,NJN,52f2c02eddbd75540abaab27,2000-03-19
NYK,LAL,LAL,NYK,52f2c02eddbd75540abaab28,2000-03-19
PHI,ORL,PHI,ORL,52f2c02fddbd75540abaab29,2000-03-19
TOR,HOU,TOR,HOU,52f2c02fddbd75540abaab2a,2000-03-19
VAN,DET,DET,VAN,52f2c030ddbd75540abaab2b,2000-03-19
CHH,PHI,PHI,CHH,52f2c030ddbd75540abaab2c,2000-03-20
CHI,ORL,ORL,CHI,52f2c031ddbd75540abaab2d,2000-03-20
CLE,HOU,CLE,HOU,52f2c031ddbd75540abaab2e,2000-03-20
LAC,WAS,WAS,LAC,52f2c032ddbd75540abaab2f,2000-03-20
MIA,LAL,LAL,MIA,52f2c032ddbd75540abaab30,2000-03-20
PHO,BOS,PHO,BOS,52f2c033ddbd75540abaab31,2000-03-20
ATL,MIA,ATL,MIA,52f2c033ddbd75540abaab32,2000-03-21
DAL,SAS,DAL,SAS,52f2c034ddbd75540abaab33,2000-03-21
IND,NYK,IND,NYK,52f2c034ddbd75540abaab34,2000-03-21
MIN,CLE,MIN,CLE,52f2c035ddbd75540abaab35,2000-03-21
SAC,WAS,SAC,WAS,52f2c035ddbd75540abaab36,2000-03-21
SEA,DET,DET,SEA,52f2c036ddbd75540abaab37,2000-03-21
TOR,NJN,NJN,TOR,52f2c036ddbd75540abaab38,2000-03-21
UTA,DEN,UTA,DEN,52f2c037ddbd75540abaab39,2000-03-21
VAN,GSW,VAN,GSW,52f2c037ddbd75540abaab3a,2000-03-21
BOS,MIN,MIN,BOS,52f2c038ddbd75540abaab3b,2000-03-22
CHH,NJN,CHH,NJN,52f2c038ddbd75540abaab3c,2000-03-22
LAL,GSW,LAL,GSW,52f2c039ddbd75540abaab3d,2000-03-22
NYK,CHI,NYK,CHI,52f2c03addbd75540abaab3e,2000-03-22
ORL,ATL,ORL,ATL,52f2c03addbd75540abaab3f,2000-03-22
PHI,TOR,PHI,TOR,52f2c03bddbd75540abaab40,2000-03-22
PHO,SAC,PHO,SAC,52f2c03bddbd75540abaab41,2000-03-22
POR,DET,DET,POR,52f2c03cddbd75540abaab42,2000-03-22
SAS,LAC,SAS,LAC,52f2c03cddbd75540abaab43,2000-03-22
DAL,CLE,CLE,DAL,52f2c03dddbd75540abaab44,2000-03-23
DEN,WAS,WAS,DEN,52f2c03dddbd75540abaab45,2000-03-23
HOU,LAC,HOU,LAC,52f2c03eddbd75540abaab46,2000-03-23
IND,MIL,MIL,IND,52f2c03eddbd75540abaab47,2000-03-23
CHI,DEN,CHI,DEN,52f2c03fddbd75540abaab48,2000-03-24
GSW,POR,POR,GSW,52f2c03fddbd75540abaab49,2000-03-24
LAL,PHO,LAL,PHO,52f2c040ddbd75540abaab4a,2000-03-24
MIL,MIA,MIA,MIL,52f2c040ddbd75540abaab4b,2000-03-24
NJN,MIN,MIN,NJN,52f2c041ddbd75540abaab4c,2000-03-24
NYK,ATL,NYK,ATL,52f2c041ddbd75540abaab4d,2000-03-24
ORL,HOU,ORL,HOU,52f2c042ddbd75540abaab4e,2000-03-24
PHI,BOS,PHI,BOS,52f2c042ddbd75540abaab4f,2000-03-24
SAC,DET,SAC,DET,52f2c043ddbd75540abaab50,2000-03-24
SEA,UTA,UTA,SEA,52f2c043ddbd75540abaab51,2000-03-24
TOR,CHH,CHH,TOR,52f2c044ddbd75540abaab52,2000-03-24
ATL,CHH,CHH,ATL,52f2c045ddbd75540abaab53,2000-03-25
DAL,WAS,WAS,DAL,52f2c045ddbd75540abaab54,2000-03-25
LAC,DET,DET,LAC,52f2c046ddbd75540abaab55,2000-03-25
SAS,CLE,SAS,CLE,52f2c046ddbd75540abaab56,2000-03-25
VAN,UTA,UTA,VAN,52f2c047ddbd75540abaab57,2000-03-25
HOU,CHI,HOU,CHI,52f2c047ddbd75540abaab58,2000-03-26
IND,PHI,PHI,IND,52f2c048ddbd75540abaab59,2000-03-26
MIL,BOS,MIL,BOS,52f2c048ddbd75540abaab5a,2000-03-26
MIN,TOR,MIN,TOR,52f2c049ddbd75540abaab5b,2000-03-26
NJN,DEN,DEN,NJN,52f2c049ddbd75540abaab5c,2000-03-26
ORL,MIA,ORL,MIA,52f2c04addbd75540abaab5d,2000-03-26
PHO,GSW,PHO,GSW,52f2c04addbd75540abaab5e,2000-03-26
MIL,POR,POR,MIL,52f2c0fdddbd75540abaacba,2000-11-22
MIN,VAN,MIN,VAN,52f2c0feddbd75540abaacbb,2000-11-22
PHO,NJN,PHO,NJN,52f2c0feddbd75540abaacbc,2000-11-22
SAC,CHI,SAC,CHI,52f2c0ffddbd75540abaacbd,2000-11-22
SAS,SEA,SAS,SEA,52f2c0ffddbd75540abaacbe,2000-11-22
UTA,DEN,UTA,DEN,52f2c100ddbd75540abaacbf,2000-11-22
IND,TOR,TOR,IND,52f2c100ddbd75540abaacc0,2000-11-23
ATL,PHI,PHI,ATL,52f2c100ddbd75540abaacc1,2000-11-24
BOS,ORL,BOS,ORL,52f2c101ddbd75540abaacc2,2000-11-24
CLE,MIA,CLE,MIA,52f2c101ddbd75540abaacc3,2000-11-24
DEN,SAS,DEN,SAS,52f2c102ddbd75540abaacc4,2000-11-24
DET,VAN,DET,VAN,52f2c102ddbd75540abaacc5,2000-11-24
IND,WAS,IND,WAS,52f2c103ddbd75540abaacc6,2000-11-24
LAL,MIN,LAL,MIN,52f2c103ddbd75540abaacc7,2000-11-24
MIL,CHH,CHH,MIL,52f2c104ddbd75540abaacc8,2000-11-24
PHO,GSW,PHO,GSW,52f2c104ddbd75540abaacc9,2000-11-24
SEA,LAC,SEA,LAC,52f2c105ddbd75540abaacca,2000-11-24
UTA,NJN,UTA,NJN,52f2c105ddbd75540abaaccb,2000-11-24
CHH,CLE,CHH,CLE,52f2c106ddbd75540abaaccc,2000-11-25
DAL,DEN,DAL,DEN,52f2c106ddbd75540abaaccd,2000-11-25
GSW,MIN,GSW,MIN,52f2c107ddbd75540abaacce,2000-11-25
LAC,PHO,PHO,LAC,52f2c107ddbd75540abaaccf,2000-11-25
MIA,HOU,HOU,MIA,52f2c108ddbd75540abaacd0,2000-11-25
NYK,TOR,TOR,NYK,52f2c108ddbd75540abaacd1,2000-11-25
ORL,ATL,ORL,ATL,52f2c109ddbd75540abaacd2,2000-11-25
POR,NJN,POR,NJN,52f2c109ddbd75540abaacd3,2000-11-25
SAC,SEA,SAC,SEA,52f2c10addbd75540abaacd4,2000-11-25
SAS,PHI,SAS,PHI,52f2c10addbd75540abaacd5,2000-11-25
WAS,MIL,WAS,MIL,52f2c10addbd75540abaacd6,2000-11-25
BOS,VAN,VAN,BOS,52f2c10bddbd75540abaacd7,2000-11-26
DET,UTA,UTA,DET,52f2c10bddbd75540abaacd8,2000-11-26
TOR,CHI,TOR,CHI,52f2c10cddbd75540abaacd9,2000-11-26
LAC,LAL,LAL,LAC,52f2c10cddbd75540abaacda,2000-11-27
NYK,VAN,NYK,VAN,52f2c10dddbd75540abaacdb,2000-11-27
ORL,MIL,MIL,ORL,52f2c10dddbd75540abaacdc,2000-11-27
CHI,MIN,MIN,CHI,52f2c10eddbd75540abaacdd,2000-11-28
CLE,BOS,BOS,CLE,52f2c10eddbd75540abaacde,2000-11-28
DAL,TOR,DAL,TOR,52f2c10fddbd75540abaacdf,2000-11-28
HOU,SAC,SAC,HOU,52f2c10fddbd75540abaace0,2000-11-28
LAL,IND,LAL,IND,52f2c110ddbd75540abaace1,2000-11-28
MIA,MIL,MIL,MIA,52f2c110ddbd75540abaace2,2000-11-28
NJN,UTA,UTA,NJN,52f2c111ddbd75540abaace3,2000-11-28
POR,SEA,SEA,POR,52f2c111ddbd75540abaace4,2000-11-28
WAS,ATL,ATL,WAS,52f2c112ddbd75540abaace5,2000-11-28
CHH,TOR,CHH,TOR,52f2c112ddbd75540abaace6,2000-11-29
DET,NJN,DET,NJN,52f2c113ddbd75540abaace7,2000-11-29
LAC,GSW,LAC,GSW,52f2c113ddbd75540abaace8,2000-11-29
MIN,DEN,DEN,MIN,52f2c114ddbd75540abaace9,2000-11-29
NYK,MIA,MIA,NYK,52f2c114ddbd75540abaacea,2000-11-29
ORL,UTA,UTA,ORL,52f2c115ddbd75540abaaceb,2000-11-29
PHI,WAS,PHI,WAS,52f2c115ddbd75540abaacec,2000-11-29
SAS,SAC,SAS,SAC,52f2c115ddbd75540abaaced,2000-11-29
VAN,PHO,VAN,PHO,52f2c116ddbd75540abaacee,2000-11-29
ATL,CHI,CHI,ATL,52f2c116ddbd75540abaacef,2000-11-30
DEN,HOU,HOU,DEN,52f2c117ddbd75540abaacf0,2000-11-30
GSW,IND,GSW,IND,52f2c117ddbd75540abaacf1,2000-11-30
MIL,BOS,MIL,BOS,52f2c118ddbd75540abaacf2,2000-11-30
POR,DAL,POR,DAL,52f2c118ddbd75540abaacf3,2000-11-30
SEA,LAL,SEA,LAL,52f2c119ddbd75540abaacf4,2000-11-30
BOS,MIN,MIN,BOS,52f2c119ddbd75540abaacf5,2000-12-01
CHI,NYK,NYK,CHI,52f2c11addbd75540abaacf6,2000-12-01
DET,CLE,DET,CLE,52f2c11addbd75540abaacf7,2000-12-01
LAL,SAS,LAL,SAS,52f2c11bddbd75540abaacf8,2000-12-01
MIA,UTA,UTA,MIA,52f2c11bddbd75540abaacf9,2000-12-01
ORL,NJN,ORL,NJN,52f2c11bddbd75540abaacfa,2000-12-01
PHI,CHH,PHI,CHH,52f2c11cddbd75540abaacfb,2000-12-01
SAC,PHO,SAC,PHO,52f2c11cddbd75540abaacfc,2000-12-01
TOR,LAC,TOR,LAC,52f2c11dddbd75540abaacfd,2000-12-01
VAN,IND,IND,VAN,52f2c11dddbd75540abaacfe,2000-12-01
ATL,MIL,ATL,MIL,52f2c11eddbd75540abaacff,2000-12-02
CHH,UTA,CHH,UTA,52f2c11eddbd75540abaad00,2000-12-02
CLE,PHI,PHI,CLE,52f2c11fddbd75540abaad01,2000-12-02
DEN,SEA,DEN,SEA,52f2c11fddbd75540abaad02,2000-12-02
GSW,DAL,DAL,GSW,52f2c120ddbd75540abaad03,2000-12-02
HOU,POR,POR,HOU,52f2c120ddbd75540abaad04,2000-12-02
NJN,ORL,ORL,NJN,52f2c121ddbd75540abaad05,2000-12-02
NYK,MIN,NYK,MIN,52f2c121ddbd75540abaad06,2000-12-02
WAS,MIA,MIA,WAS,52f2c122ddbd75540abaad07,2000-12-02
BOS,LAC,BOS,LAC,52f2c122ddbd75540abaad08,2000-12-03
DET,WAS,DET,WAS,52f2c123ddbd75540abaad09,2000-12-03
LAL,DAL,LAL,DAL,52f2c123ddbd75540abaad0a,2000-12-03
MIL,IND,MIL,IND,52f2c124ddbd75540abaad0b,2000-12-03
PHO,POR,PHO,POR,52f2c124ddbd75540abaad0c,2000-12-03
SEA,GSW,SEA,GSW,52f2c124ddbd75540abaad0d,2000-12-03
VAN,SAS,SAS,VAN,52f2c125ddbd75540abaad0e,2000-12-03
DEN,PHI,DEN,PHI,52f2c125ddbd75540abaad0f,2000-12-04
NYK,LAC,NYK,LAC,52f2c126ddbd75540abaad10,2000-12-04
ATL,MIA,MIA,ATL,52f2c126ddbd75540abaad11,2000-12-05
CLE,CHH,CLE,CHH,52f2c127ddbd75540abaad12,2000-12-05
HOU,DAL,HOU,DAL,52f2c127ddbd75540abaad13,2000-12-05
IND,NJN,IND,NJN,52f2c128ddbd75540abaad14,2000-12-05
LAL,PHI,LAL,PHI,52f2c128ddbd75540abaad15,2000-12-05
CLE,TOR,CLE,TOR,52f2be34ddbd75540abaa740,1999-04-30
HOU,UTA,UTA,HOU,52f2be35ddbd75540abaa741,1999-04-30
MIL,DET,DET,MIL,52f2be35ddbd75540abaa742,1999-04-30
MIN,GSW,MIN,GSW,52f2be36ddbd75540abaa743,1999-04-30
ORL,NJN,ORL,NJN,52f2be36ddbd75540abaa744,1999-04-30
SEA,DEN,SEA,DEN,52f2be37ddbd75540abaa745,1999-04-30
BOS,MIL,MIL,BOS,52f2be38ddbd75540abaa746,1999-05-01
DAL,GSW,DAL,GSW,52f2be38ddbd75540abaa747,1999-05-01
MIA,CHI,CHI,MIA,52f2be39ddbd75540abaa748,1999-05-01
MIN,LAC,MIN,LAC,52f2be39ddbd75540abaa749,1999-05-01
NJN,WAS,NJN,WAS,52f2be3addbd75540abaa74a,1999-05-01
PHI,TOR,PHI,TOR,52f2be3addbd75540abaa74b,1999-05-01
PHO,VAN,PHO,VAN,52f2be3bddbd75540abaa74c,1999-05-01
SAS,POR,SAS,POR,52f2be3bddbd75540abaa74d,1999-05-01
CLE,ATL,ATL,CLE,52f2be3cddbd75540abaa74e,1999-05-02
DEN,POR,POR,DEN,52f2be3cddbd75540abaa74f,1999-05-02
DET,PHI,DET,PHI,52f2be3dddbd75540abaa750,1999-05-02
HOU,LAC,HOU,LAC,52f2be3dddbd75540abaa751,1999-05-02
IND,NYK,IND,NYK,52f2be3eddbd75540abaa752,1999-05-02
MIA,CHH,MIA,CHH,52f2be3eddbd75540abaa753,1999-05-02
SAC,PHO,SAC,PHO,52f2be41ddbd75540abaa754,1999-05-02
SAS,UTA,SAS,UTA,52f2be41ddbd75540abaa755,1999-05-02
SEA,LAL,LAL,SEA,52f2be42ddbd75540abaa756,1999-05-02
CHI,DET,DET,CHI,52f2be42ddbd75540abaa757,1999-05-03
DEN,SAC,SAC,DEN,52f2be43ddbd75540abaa758,1999-05-03
LAL,DAL,LAL,DAL,52f2be43ddbd75540abaa759,1999-05-03
NYK,BOS,NYK,BOS,52f2be44ddbd75540abaa75a,1999-05-03
VAN,GSW,GSW,VAN,52f2be44ddbd75540abaa75b,1999-05-03
WAS,NJN,WAS,NJN,52f2be45ddbd75540abaa75c,1999-05-03
CHH,PHI,CHH,PHI,52f2be45ddbd75540abaa75d,1999-05-04
HOU,MIN,HOU,MIN,52f2be46ddbd75540abaa75e,1999-05-04
IND,CLE,IND,CLE,52f2be46ddbd75540abaa75f,1999-05-04
MIA,ATL,MIA,ATL,52f2be47ddbd75540abaa760,1999-05-04
MIL,TOR,MIL,TOR,52f2be47ddbd75540abaa761,1999-05-04
POR,SAS,SAS,POR,52f2be48ddbd75540abaa762,1999-05-04
SEA,DAL,SEA,DAL,52f2be48ddbd75540abaa763,1999-05-04
UTA,LAC,UTA,LAC,52f2be49ddbd75540abaa764,1999-05-04
ATL,WAS,ATL,WAS,52f2be4addbd75540abaa765,1999-05-05
BOS,CHH,CHH,BOS,52f2be4addbd75540abaa766,1999-05-05
CHI,ORL,ORL,CHI,52f2be4bddbd75540abaa767,1999-05-05
DEN,HOU,HOU,DEN,52f2be4bddbd75540abaa768,1999-05-05
GSW,SAS,SAS,GSW,52f2be4cddbd75540abaa769,1999-05-05
LAC,SEA,SEA,LAC,52f2be4cddbd75540abaa76a,1999-05-05
LAL,POR,LAL,POR,52f2be4dddbd75540abaa76b,1999-05-05
NJN,MIL,NJN,MIL,52f2be4dddbd75540abaa76c,1999-05-05
NYK,MIA,NYK,MIA,52f2be4eddbd75540abaa76d,1999-05-05
PHI,DET,PHI,DET,52f2be4eddbd75540abaa76e,1999-05-05
PHO,MIN,PHO,MIN,52f2be4fddbd75540abaa76f,1999-05-05
SAC,VAN,SAC,VAN,52f2be4fddbd75540abaa770,1999-05-05
TOR,CLE,TOR,CLE,52f2be50ddbd75540abaa771,1999-05-05
MIN,CHI,MIN,CHI,52f2c129ddbd75540abaad16,2000-12-05
ORL,BOS,ORL,BOS,52f2c129ddbd75540abaad17,2000-12-05
SAC,SAS,SAC,SAS,52f2c12addbd75540abaad18,2000-12-05
UTA,TOR,UTA,TOR,52f2c12addbd75540abaad19,2000-12-05
VAN,DET,VAN,DET,52f2c12bddbd75540abaad1a,2000-12-05
CHH,IND,CHH,IND,52f2c12bddbd75540abaad1b,2000-12-06
CHI,CLE,CLE,CHI,52f2c12bddbd75540abaad1c,2000-12-06
DAL,NYK,DAL,NYK,52f2c12cddbd75540abaad1d,2000-12-06
GSW,LAL,GSW,LAL,52f2c12cddbd75540abaad1e,2000-12-06
MIA,DEN,MIA,DEN,52f2c12dddbd75540abaad1f,2000-12-06
NJN,MIL,MIL,NJN,52f2c12dddbd75540abaad20,2000-12-06
POR,TOR,POR,TOR,52f2c12eddbd75540abaad21,2000-12-06
SEA,DET,DET,SEA,52f2c12eddbd75540abaad22,2000-12-06
WAS,LAC,LAC,WAS,52f2c12fddbd75540abaad23,2000-12-06
MIL,PHO,PHO,MIL,52f2c12fddbd75540abaad24,2000-12-07
MIN,WAS,MIN,WAS,52f2c130ddbd75540abaad25,2000-12-07
ORL,DEN,ORL,DEN,52f2c130ddbd75540abaad26,2000-12-07
SAS,NYK,NYK,SAS,52f2c130ddbd75540abaad27,2000-12-07
UTA,VAN,UTA,VAN,52f2c131ddbd75540abaad28,2000-12-07
BOS,IND,IND,BOS,52f2c131ddbd75540abaad29,2000-12-08
CHH,LAC,CHH,LAC,52f2c132ddbd75540abaad2a,2000-12-08
DAL,CHI,DAL,CHI,52f2c132ddbd75540abaad2b,2000-12-08
GSW,TOR,TOR,GSW,52f2c133ddbd75540abaad2c,2000-12-08
LAL,SEA,SEA,LAL,52f2c133ddbd75540abaad2d,2000-12-08
MIA,ATL,MIA,ATL,52f2c134ddbd75540abaad2e,2000-12-08
NJN,PHO,NJN,PHO,52f2c134ddbd75540abaad2f,2000-12-08
POR,PHI,PHI,POR,52f2c135ddbd75540abaad30,2000-12-08
SAC,HOU,SAC,HOU,52f2c135ddbd75540abaad31,2000-12-08
CLE,ATL,CLE,ATL,52f2c136ddbd75540abaad32,2000-12-09
IND,CHH,IND,CHH,52f2c136ddbd75540abaad33,2000-12-09
MIL,WAS,MIL,WAS,52f2c136ddbd75540abaad34,2000-12-09
MIN,LAC,MIN,LAC,52f2c137ddbd75540abaad35,2000-12-09
NYK,DEN,NYK,DEN,52f2c137ddbd75540abaad36,2000-12-09
POR,DET,POR,DET,52f2c138ddbd75540abaad37,2000-12-09
SAS,CHI,SAS,CHI,52f2c138ddbd75540abaad38,2000-12-09
SEA,HOU,HOU,SEA,52f2c139ddbd75540abaad39,2000-12-09
UTA,GSW,UTA,GSW,52f2c139ddbd75540abaad3a,2000-12-09
VAN,PHI,PHI,VAN,52f2c13addbd75540abaad3b,2000-12-09
BOS,DEN,BOS,DEN,52f2c13addbd75540abaad3c,2000-12-10
LAL,DET,LAL,DET,52f2c13bddbd75540abaad3d,2000-12-10
NJN,DAL,DAL,NJN,52f2c13bddbd75540abaad3e,2000-12-10
SAC,MIA,SAC,MIA,52f2c13cddbd75540abaad3f,2000-12-10
TOR,PHO,PHO,TOR,52f2c13cddbd75540abaad40,2000-12-10
CHI,PHO,PHO,CHI,52f2c13dddbd75540abaad41,2000-12-11
LAC,ORL,LAC,ORL,52f2c13dddbd75540abaad42,2000-12-11
PHI,MIN,MIN,PHI,52f2c13eddbd75540abaad43,2000-12-11
CHH,ORL,CHH,ORL,52f2be53ddbd75540abaa772,1999-11-02
DAL,GSW,DAL,GSW,52f2be54ddbd75540abaa773,1999-11-02
DEN,PHO,DEN,PHO,52f2be54ddbd75540abaa774,1999-11-02
HOU,MIL,MIL,HOU,52f2be55ddbd75540abaa775,1999-11-02
LAC,SEA,SEA,LAC,52f2be55ddbd75540abaa776,1999-11-02
MIA,DET,MIA,DET,52f2be56ddbd75540abaa777,1999-11-02
NJN,IND,IND,NJN,52f2be56ddbd75540abaa778,1999-11-02
NYK,CLE,NYK,CLE,52f2be57ddbd75540abaa779,1999-11-02
SAS,PHI,SAS,PHI,52f2be57ddbd75540abaa77a,1999-11-02
TOR,BOS,BOS,TOR,52f2be57ddbd75540abaa77b,1999-11-02
UTA,LAL,LAL,UTA,52f2be58ddbd75540abaa77c,1999-11-02
VAN,POR,POR,VAN,52f2be58ddbd75540abaa77d,1999-11-02
WAS,ATL,WAS,ATL,52f2be59ddbd75540abaa77e,1999-11-02
BOS,WAS,BOS,WAS,52f2be59ddbd75540abaa77f,1999-11-03
CHI,NYK,NYK,CHI,52f2be5addbd75540abaa780,1999-11-03
CLE,NJN,CLE,NJN,52f2be5addbd75540abaa781,1999-11-03
LAL,VAN,LAL,VAN,52f2be5bddbd75540abaa782,1999-11-03
ORL,DET,ORL,DET,52f2be5bddbd75540abaa783,1999-11-03
POR,LAC,POR,LAC,52f2be5cddbd75540abaa784,1999-11-03
ATL,MIL,MIL,ATL,52f2be5cddbd75540abaa785,1999-11-04
CHH,IND,CHH,IND,52f2be5dddbd75540abaa786,1999-11-04
PHO,PHI,PHO,PHI,52f2be5dddbd75540abaa787,1999-11-04
SAS,GSW,SAS,GSW,52f2be5eddbd75540abaa788,1999-11-04
SEA,DAL,SEA,DAL,52f2be5eddbd75540abaa789,1999-11-04
TOR,MIA,TOR,MIA,52f2be5fddbd75540abaa78a,1999-11-04
UTA,HOU,UTA,HOU,52f2be5fddbd75540abaa78b,1999-11-04
BOS,CHH,BOS,CHH,52f2be5fddbd75540abaa78c,1999-11-05
CHI,MIA,MIA,CHI,52f2be60ddbd75540abaa78d,1999-11-05
DET,NYK,NYK,DET,52f2be60ddbd75540abaa78e,1999-11-05
HOU,SAS,SAS,HOU,52f2be61ddbd75540abaa78f,1999-11-05
LAC,PHI,LAC,PHI,52f2be61ddbd75540abaa790,1999-11-05
NJN,TOR,TOR,NJN,52f2be62ddbd75540abaa791,1999-11-05
ORL,CLE,CLE,ORL,52f2be62ddbd75540abaa792,1999-11-05
POR,DEN,POR,DEN,52f2be63ddbd75540abaa793,1999-11-05
SAC,MIN,SAC,MIN,52f2be63ddbd75540abaa794,1999-11-05
ATL,CHI,ATL,CHI,52f2be64ddbd75540abaa795,1999-11-06
CLE,NYK,CLE,NYK,52f2be64ddbd75540abaa796,1999-11-06
GSW,DAL,DAL,GSW,52f2be65ddbd75540abaa797,1999-11-06
IND,BOS,IND,BOS,52f2be65ddbd75540abaa798,1999-11-06
MIL,DET,MIL,DET,52f2be66ddbd75540abaa799,1999-11-06
MIN,SAC,MIN,SAC,52f2be66ddbd75540abaa79a,1999-11-06
POR,LAL,POR,LAL,52f2be67ddbd75540abaa79b,1999-11-06
SEA,UTA,SEA,UTA,52f2be67ddbd75540abaa79c,1999-11-06
VAN,DEN,VAN,DEN,52f2be68ddbd75540abaa79d,1999-11-06
WAS,ORL,ORL,WAS,52f2be68ddbd75540abaa79e,1999-11-06
LAL,DAL,LAL,DAL,52f2be69ddbd75540abaa79f,1999-11-07
NJN,WAS,NJN,WAS,52f2be69ddbd75540abaa7a0,1999-11-07
PHO,SAS,PHO,SAS,52f2be6addbd75540abaa7a1,1999-11-07
UTA,SAS,SAS,UTA,52f2c13eddbd75540abaad44,2000-12-11
VAN,HOU,HOU,VAN,52f2c13fddbd75540abaad45,2000-12-11
ATL,SAC,ATL,SAC,52f2c13fddbd75540abaad46,2000-12-12
CLE,DAL,CLE,DAL,52f2c13fddbd75540abaad47,2000-12-12
DEN,MIA,MIA,DEN,52f2c140ddbd75540abaad48,2000-12-12
GSW,POR,POR,GSW,52f2c140ddbd75540abaad49,2000-12-12
LAL,MIL,MIL,LAL,52f2c141ddbd75540abaad4a,2000-12-12
NJN,MIN,NJN,MIN,52f2c141ddbd75540abaad4b,2000-12-12
SEA,ORL,SEA,ORL,52f2c142ddbd75540abaad4c,2000-12-12
TOR,IND,TOR,IND,52f2c142ddbd75540abaad4d,2000-12-12
BOS,CHI,CHI,BOS,52f2c143ddbd75540abaad4e,2000-12-13
CHH,SAC,CHH,SAC,52f2c143ddbd75540abaad4f,2000-12-13
